total_cpu_time,total_cpu_memory,execution_time_per_batch,num_batches,batch_size,device,throughput_bps,throughput_mbps
45.7369509700005,121483.848912,22.86847548500025,2,4096,cpu,18351684.18967284,18.351684189672838
45.49284886399955,121468.373464,22.746424431999774,2,4096,cpu,18450154.276097972,18.450154276097972
45.43595677700123,121477.719532,22.717978388500615,2,4096,cpu,18473256.414947163,18.473256414947162
44.98053673499988,121493.62994,22.49026836749994,2,4096,cpu,18660294.89476705,18.66029489476705
45.00197880600023,121557.235908,22.500989403000116,2,4096,cpu,18651403.83311516,18.65140383311516
