total_cpu_time,total_cpu_memory,execution_time_per_batch,num_batches,batch_size,device,throughput_bps,throughput_mbps,file_run
51.12744184399998,121512.206764,17.042480614666662,3,2048,cpu,16416821.372777157,16.416821372777157,..//data/raw/cosmic_data/large_files/five_gb.pt
49.58215748799932,121347.042384,16.527385829333106,3,2048,cpu,16928470.29101453,16.92847029101453,..//data/raw/cosmic_data/large_files/all_gb.pt
49.348900313999785,121307.825952,16.44963343799993,3,2048,cpu,17008485.997850794,17.008485997850794,..//data/raw/cosmic_data/large_files/three_gb.pt
49.76804681299962,121383.60194,16.58934893766654,3,2048,cpu,16865240.525789697,16.865240525789698,..//data/raw/cosmic_data/large_files/one_gb.pt
49.58046364199927,121467.467568,16.526821213999757,3,2048,cpu,16929048.628117148,16.929048628117148,..//data/raw/cosmic_data/large_files/ten_gb.pt
